user_id,drinking,dietary_preference,pets,relationship_goal,fitness_level,religion,sleep_schedule,smoking,wants_kids
user422,False,vegetarian,False,open relationship,moderately active,muslim,irregular,True,True
user423,True,non-veg,True,open relationship,active,buddhist,early bird,False,True
user424,False,non-veg,True,long-term,active,buddhist,early bird,True,False
user425,True,non-veg,False,friends with benefits,moderately active,hindu,night owl,False,True
user426,False,non-veg,True,open relationship,active,christian,night owl,False,True
user427,False,non-veg,False,open relationship,very active,muslim,irregular,False,True
user428,True,non-veg,False,friends with benefits,moderately active,christian,irregular,False,True
user429,False,non-veg,True,friends with benefits,very active,atheist,early bird,False,False
user430,False,vegan,True,open relationship,very active,christian,night owl,False,False
user431,False,non-veg,True,open relationship,active,jewish,irregular,False,True
user432,False,non-veg,True,friends with benefits,active,hindu,irregular,True,True
user433,False,vegetarian,True,casual dating,active,jewish,irregular,True,False
user434,False,vegetarian,False,casual dating,moderately active,atheist,irregular,True,True
user435,False,non-veg,False,friends with benefits,sedentary,hindu,irregular,True,False
user436,False,vegetarian,False,open relationship,moderately active,jewish,irregular,True,False
user437,True,vegan,False,friends with benefits,active,hindu,early bird,True,True
user438,False,non-veg,True,friends with benefits,active,buddhist,night owl,False,False
user439,False,non-veg,True,friends with benefits,active,buddhist,early bird,False,True
user440,True,non-veg,True,long-term,active,jewish,night owl,False,False
user441,False,vegetarian,False,casual dating,active,christian,early bird,True,False
user442,True,non-veg,False,open relationship,active,atheist,irregular,True,False
user443,False,non-veg,False,long-term,active,muslim,night owl,True,False
user444,True,vegetarian,False,long-term,sedentary,jewish,early bird,True,True
user445,True,non-veg,True,casual dating,very active,hindu,irregular,False,False
user446,True,vegetarian,True,casual dating,moderately active,christian,night owl,True,True
user447,True,non-veg,True,friends with benefits,moderately active,muslim,night owl,False,False
user448,False,non-veg,False,casual dating,very active,hindu,early bird,True,False
user449,False,non-veg,True,friends with benefits,sedentary,buddhist,irregular,True,True
user450,False,non-veg,True,long-term,moderately active,hindu,night owl,False,True
user451,False,non-veg,False,open relationship,active,jewish,early bird,False,False
user452,False,non-veg,True,friends with benefits,moderately active,hindu,early bird,False,False
user453,False,non-veg,True,casual dating,sedentary,atheist,night owl,True,True
user454,True,vegetarian,False,open relationship,active,atheist,early bird,True,True
user455,False,non-veg,True,long-term,active,hindu,night owl,True,False
user456,True,non-veg,True,friends with benefits,active,christian,irregular,True,False
user457,False,non-veg,True,friends with benefits,very active,jewish,night owl,False,False
user458,False,non-veg,True,long-term,moderately active,christian,early bird,True,False
user459,True,vegetarian,True,long-term,moderately active,atheist,night owl,False,True
user460,True,non-veg,False,casual dating,active,hindu,irregular,True,False
user461,False,vegetarian,True,friends with benefits,moderately active,muslim,irregular,True,False
user462,False,vegetarian,False,long-term,very active,buddhist,early bird,True,True
user463,False,non-veg,False,friends with benefits,moderately active,hindu,irregular,False,False
user464,True,vegetarian,False,friends with benefits,active,hindu,irregular,False,True
user465,True,non-veg,True,long-term,very active,hindu,irregular,False,False
user466,False,vegetarian,True,friends with benefits,sedentary,hindu,early bird,False,True
user467,True,non-veg,False,long-term,very active,christian,night owl,False,True
user468,True,non-veg,False,open relationship,moderately active,muslim,night owl,True,True
user469,False,vegetarian,False,open relationship,moderately active,muslim,irregular,True,True
user470,True,non-veg,False,open relationship,moderately active,hindu,irregular,True,False
user471,True,non-veg,False,friends with benefits,moderately active,muslim,irregular,False,True
user472,True,non-veg,False,open relationship,moderately active,buddhist,early bird,False,False
user473,True,non-veg,True,casual dating,very active,buddhist,night owl,True,True
user474,True,non-veg,True,open relationship,active,muslim,irregular,False,False
user475,False,non-veg,True,casual dating,active,hindu,early bird,False,True
user476,True,non-veg,False,casual dating,active,hindu,early bird,True,True
user477,False,non-veg,False,long-term,moderately active,buddhist,early bird,False,False
user478,False,non-veg,False,casual dating,active,christian,irregular,False,True
user479,True,non-veg,True,open relationship,active,hindu,night owl,False,True
user480,True,non-veg,False,friends with benefits,moderately active,hindu,night owl,False,True
user481,True,vegan,False,open relationship,active,jewish,irregular,True,True
user482,False,non-veg,True,long-term,active,hindu,early bird,False,False
user483,True,vegan,True,long-term,very active,hindu,early bird,True,False
user484,True,vegetarian,True,casual dating,active,muslim,early bird,True,False
user485,True,non-veg,True,friends with benefits,moderately active,christian,night owl,False,False
user486,False,vegetarian,True,long-term,moderately active,buddhist,irregular,False,True
user487,True,non-veg,True,open relationship,moderately active,muslim,irregular,True,True
user488,True,non-veg,True,friends with benefits,active,atheist,night owl,True,True
user489,False,vegan,True,casual dating,active,muslim,irregular,False,True
user490,True,non-veg,True,open relationship,very active,atheist,early bird,False,False
user491,False,non-veg,False,friends with benefits,very active,christian,early bird,True,False
user492,True,non-veg,False,open relationship,moderately active,muslim,irregular,True,True
user493,True,non-veg,True,open relationship,moderately active,hindu,night owl,False,False
user494,True,non-veg,True,long-term,very active,jewish,irregular,True,True
user495,True,non-veg,True,casual dating,moderately active,atheist,irregular,True,True
user496,True,non-veg,False,casual dating,moderately active,christian,night owl,True,False
user497,False,non-veg,True,casual dating,active,christian,irregular,False,False
user498,True,vegetarian,True,friends with benefits,moderately active,muslim,night owl,True,False
user499,True,vegetarian,False,open relationship,active,buddhist,night owl,False,False
user500,False,vegetarian,False,open relationship,active,muslim,early bird,False,False
user501,True,non-veg,False,long-term,very active,buddhist,irregular,True,False
user502,False,non-veg,False,long-term,very active,hindu,night owl,True,True
user503,True,non-veg,True,friends with benefits,active,muslim,irregular,True,True
user504,True,non-veg,True,long-term,very active,hindu,early bird,False,False
user505,False,non-veg,False,open relationship,sedentary,christian,irregular,False,False
user506,False,vegetarian,True,long-term,active,hindu,irregular,True,False
user507,False,vegan,False,open relationship,very active,muslim,early bird,False,True
user508,True,non-veg,False,open relationship,active,hindu,irregular,True,False
user509,True,non-veg,True,long-term,very active,muslim,night owl,True,True
user510,False,vegetarian,True,long-term,very active,hindu,night owl,False,False
user511,True,vegan,True,casual dating,moderately active,hindu,irregular,False,False
user512,True,non-veg,True,casual dating,active,christian,irregular,False,False
user513,False,non-veg,False,friends with benefits,sedentary,buddhist,irregular,True,True
user514,True,vegetarian,False,friends with benefits,active,muslim,irregular,False,True
user515,False,non-veg,False,long-term,active,atheist,early bird,True,True
user516,False,non-veg,True,friends with benefits,moderately active,jewish,night owl,False,True
user517,True,vegetarian,False,casual dating,active,buddhist,night owl,False,True
user518,False,non-veg,False,casual dating,active,christian,irregular,False,False
user519,False,non-veg,False,long-term,moderately active,muslim,early bird,True,False
user520,False,vegetarian,True,long-term,moderately active,buddhist,irregular,False,False
user521,False,non-veg,False,long-term,active,buddhist,night owl,True,True
user522,False,non-veg,True,open relationship,moderately active,christian,night owl,True,False
user523,False,vegan,False,long-term,moderately active,atheist,night owl,False,False
user524,False,non-veg,False,open relationship,active,hindu,early bird,False,True
user525,False,vegetarian,False,long-term,moderately active,jewish,early bird,False,False
user526,False,non-veg,False,open relationship,active,hindu,early bird,False,False
user527,True,vegan,True,casual dating,sedentary,muslim,early bird,False,True
user528,True,non-veg,False,casual dating,moderately active,atheist,irregular,False,True
user529,False,non-veg,True,open relationship,moderately active,christian,irregular,False,True
user530,False,non-veg,False,long-term,very active,hindu,irregular,True,True
user531,True,non-veg,False,casual dating,active,jewish,night owl,True,True
user532,True,non-veg,False,open relationship,moderately active,christian,early bird,True,False
user533,True,non-veg,True,open relationship,active,hindu,early bird,True,True
user534,False,non-veg,False,long-term,active,muslim,early bird,False,True
user535,True,non-veg,True,open relationship,active,christian,irregular,True,True
user536,True,non-veg,False,casual dating,sedentary,atheist,early bird,True,False
user537,False,vegetarian,False,long-term,active,muslim,early bird,False,False
user538,True,non-veg,True,long-term,very active,christian,early bird,True,False
user539,False,non-veg,True,friends with benefits,active,muslim,irregular,False,True
user540,True,vegetarian,False,open relationship,moderately active,buddhist,early bird,False,False
user541,False,non-veg,True,friends with benefits,moderately active,atheist,early bird,False,False
user542,True,vegetarian,True,long-term,very active,muslim,irregular,False,False
user543,True,non-veg,True,friends with benefits,sedentary,christian,night owl,True,True
user544,True,non-veg,False,long-term,active,jewish,night owl,False,True
user545,False,non-veg,False,long-term,active,christian,night owl,False,True
user546,True,non-veg,True,friends with benefits,moderately active,muslim,irregular,True,True
user547,True,non-veg,False,friends with benefits,very active,christian,night owl,False,False
user548,False,vegetarian,True,long-term,moderately active,atheist,night owl,False,True
user549,True,non-veg,True,open relationship,active,hindu,irregular,False,True
user550,False,non-veg,False,casual dating,very active,atheist,night owl,False,False
user551,False,non-veg,False,casual dating,moderately active,buddhist,irregular,False,True
user552,True,non-veg,True,open relationship,moderately active,buddhist,early bird,True,True
user553,False,vegetarian,True,open relationship,active,atheist,night owl,True,False
user554,False,non-veg,False,long-term,very active,atheist,night owl,True,False
user555,True,vegan,False,friends with benefits,active,hindu,early bird,True,False
user556,False,vegetarian,False,friends with benefits,moderately active,hindu,night owl,True,False
user557,False,non-veg,True,long-term,active,atheist,irregular,True,True
user558,False,non-veg,True,casual dating,moderately active,atheist,night owl,False,False
user559,False,non-veg,True,friends with benefits,active,hindu,early bird,False,True
user560,True,non-veg,False,long-term,moderately active,hindu,irregular,True,True
user561,True,non-veg,False,friends with benefits,moderately active,muslim,irregular,False,True
user562,False,vegan,False,open relationship,very active,muslim,early bird,True,False
user563,False,non-veg,False,long-term,active,buddhist,night owl,False,True
user564,False,non-veg,True,friends with benefits,very active,hindu,early bird,True,True
user565,True,non-veg,True,long-term,very active,jewish,irregular,False,True
user566,False,non-veg,True,friends with benefits,very active,christian,night owl,False,True
user567,True,non-veg,True,friends with benefits,moderately active,atheist,early bird,True,True
user568,True,non-veg,False,friends with benefits,active,christian,early bird,False,False
user569,True,vegetarian,True,long-term,moderately active,atheist,night owl,True,True
user570,False,non-veg,False,long-term,active,atheist,early bird,False,False
user571,False,vegetarian,False,open relationship,active,muslim,night owl,True,False
user572,False,non-veg,False,open relationship,sedentary,hindu,night owl,True,True
user573,False,vegetarian,False,long-term,sedentary,christian,early bird,False,True
user574,True,non-veg,False,friends with benefits,active,muslim,night owl,True,True
user575,True,non-veg,False,open relationship,sedentary,muslim,irregular,False,True
user576,False,non-veg,True,casual dating,very active,atheist,night owl,True,True
user577,False,vegan,True,casual dating,sedentary,hindu,irregular,False,False
user578,False,vegetarian,False,open relationship,active,hindu,night owl,True,False
user579,True,non-veg,False,open relationship,sedentary,muslim,early bird,False,True
user580,True,vegetarian,True,long-term,moderately active,muslim,early bird,False,True
user581,False,vegetarian,False,casual dating,moderately active,hindu,irregular,False,False
user582,True,non-veg,False,casual dating,sedentary,christian,night owl,True,False
user583,False,vegetarian,True,casual dating,moderately active,hindu,early bird,True,False
user584,False,non-veg,False,friends with benefits,moderately active,hindu,night owl,True,False
user585,True,non-veg,True,friends with benefits,active,hindu,irregular,True,False
user586,False,vegan,True,casual dating,moderately active,christian,early bird,True,True
user587,True,vegetarian,True,long-term,active,hindu,irregular,False,False
user588,True,vegetarian,True,casual dating,sedentary,atheist,night owl,True,True
user589,True,non-veg,False,long-term,active,atheist,night owl,False,True
user590,False,non-veg,True,casual dating,moderately active,jewish,early bird,True,True
user591,False,vegan,True,casual dating,active,muslim,early bird,False,True
user592,True,vegan,False,friends with benefits,active,atheist,irregular,True,True
user593,False,non-veg,False,long-term,moderately active,jewish,early bird,True,True
user594,True,vegetarian,True,long-term,very active,christian,night owl,False,False
user595,False,vegetarian,True,friends with benefits,moderately active,atheist,irregular,False,False
user596,False,non-veg,False,friends with benefits,moderately active,christian,irregular,True,True
user597,True,vegetarian,False,open relationship,very active,hindu,early bird,False,True
user598,False,vegan,True,open relationship,moderately active,hindu,irregular,False,True
user599,False,non-veg,False,long-term,active,muslim,irregular,False,True
user600,False,vegetarian,False,casual dating,moderately active,hindu,irregular,False,False
user601,True,non-veg,True,friends with benefits,active,hindu,irregular,True,True
user602,False,vegetarian,True,long-term,sedentary,hindu,irregular,True,False
user603,True,non-veg,False,friends with benefits,moderately active,muslim,irregular,True,False
user604,False,vegan,True,open relationship,moderately active,hindu,irregular,True,False
user605,False,vegetarian,False,casual dating,very active,christian,night owl,False,True
user606,True,vegetarian,True,casual dating,moderately active,christian,early bird,True,False
user607,True,vegetarian,True,friends with benefits,active,muslim,night owl,False,False
user608,True,non-veg,True,open relationship,moderately active,jewish,early bird,True,True
user609,True,vegetarian,True,friends with benefits,sedentary,atheist,irregular,True,False
user610,True,vegetarian,True,open relationship,active,muslim,irregular,True,False
user611,True,non-veg,False,casual dating,very active,muslim,early bird,False,False
user612,True,non-veg,False,friends with benefits,very active,buddhist,irregular,False,False
user613,False,vegan,True,open relationship,sedentary,hindu,night owl,False,False
user614,True,non-veg,False,casual dating,moderately active,hindu,irregular,False,True
user615,True,vegetarian,False,friends with benefits,very active,atheist,night owl,False,False
user616,True,vegan,True,friends with benefits,very active,hindu,night owl,True,False
user617,False,vegetarian,True,long-term,very active,atheist,irregular,True,False
user618,False,vegetarian,False,open relationship,active,atheist,early bird,False,True
user619,False,vegan,False,casual dating,very active,christian,night owl,False,False
user620,True,non-veg,False,casual dating,moderately active,muslim,early bird,False,True
user621,False,non-veg,True,open relationship,active,jewish,night owl,False,True
user622,False,non-veg,False,long-term,very active,muslim,night owl,False,False
user623,True,non-veg,False,open relationship,moderately active,christian,irregular,False,False
user624,True,non-veg,False,open relationship,moderately active,atheist,night owl,True,True
user625,True,non-veg,True,open relationship,moderately active,muslim,night owl,True,False
user626,True,non-veg,False,friends with benefits,active,buddhist,early bird,False,False
user627,False,non-veg,False,long-term,very active,jewish,irregular,False,True
user628,False,non-veg,False,casual dating,moderately active,hindu,irregular,True,False
user629,False,vegetarian,False,open relationship,moderately active,hindu,night owl,True,False
user630,True,non-veg,False,long-term,very active,jewish,irregular,False,True
user631,True,non-veg,True,long-term,moderately active,hindu,irregular,False,True
user632,False,vegetarian,False,long-term,moderately active,jewish,early bird,True,True
user633,True,non-veg,True,open relationship,sedentary,christian,irregular,False,True
user634,False,non-veg,True,long-term,sedentary,hindu,night owl,True,False
user635,True,non-veg,True,friends with benefits,very active,jewish,irregular,True,True
user636,True,non-veg,False,open relationship,active,muslim,early bird,False,True
user637,True,non-veg,False,friends with benefits,moderately active,buddhist,irregular,True,True
user638,False,vegetarian,True,casual dating,moderately active,muslim,early bird,True,True
user639,False,non-veg,True,long-term,active,jewish,early bird,False,False
user640,True,non-veg,False,casual dating,active,buddhist,irregular,False,True
user641,False,non-veg,True,long-term,very active,muslim,early bird,False,True
user642,False,vegetarian,False,long-term,very active,christian,early bird,False,True
user643,True,non-veg,False,open relationship,moderately active,muslim,night owl,True,False
user644,False,non-veg,True,friends with benefits,moderately active,atheist,irregular,False,True
user645,False,vegan,False,casual dating,active,hindu,irregular,True,True
user646,True,non-veg,False,casual dating,moderately active,muslim,irregular,True,False
user647,False,non-veg,True,friends with benefits,sedentary,hindu,night owl,True,False
user648,False,non-veg,True,long-term,very active,hindu,early bird,False,True
user649,True,non-veg,True,long-term,active,jewish,night owl,False,False
user650,True,vegetarian,True,open relationship,sedentary,jewish,night owl,False,True
user651,True,non-veg,False,friends with benefits,very active,hindu,irregular,True,False
user652,False,vegetarian,True,long-term,active,muslim,irregular,True,False
user653,False,non-veg,True,friends with benefits,active,atheist,night owl,False,False
user654,False,non-veg,True,casual dating,sedentary,christian,early bird,True,True
user655,True,non-veg,True,open relationship,sedentary,muslim,night owl,True,True
user656,True,vegetarian,True,friends with benefits,moderately active,hindu,irregular,True,False
user657,False,non-veg,True,long-term,very active,christian,night owl,False,True
user658,True,non-veg,False,friends with benefits,moderately active,christian,irregular,True,False
user659,True,non-veg,False,friends with benefits,very active,christian,irregular,False,True
user660,False,vegetarian,True,long-term,sedentary,atheist,irregular,False,True
user661,True,non-veg,False,casual dating,sedentary,christian,night owl,True,True
user662,True,non-veg,True,long-term,active,hindu,irregular,True,False
user663,False,non-veg,True,long-term,moderately active,muslim,night owl,True,False
user664,True,non-veg,False,friends with benefits,active,muslim,early bird,True,False
user665,False,non-veg,False,open relationship,very active,atheist,night owl,False,True
user666,True,vegetarian,True,open relationship,active,atheist,night owl,False,True
user667,True,non-veg,False,long-term,moderately active,muslim,night owl,True,True
user668,True,non-veg,False,open relationship,moderately active,atheist,night owl,False,True
user669,True,non-veg,False,casual dating,moderately active,atheist,early bird,False,True
user670,True,non-veg,False,long-term,active,hindu,early bird,True,False
user671,False,non-veg,False,casual dating,moderately active,muslim,early bird,True,True
user672,False,non-veg,False,casual dating,moderately active,buddhist,irregular,False,True
user673,False,vegetarian,True,long-term,sedentary,buddhist,irregular,False,False
user674,False,non-veg,True,casual dating,very active,hindu,irregular,True,True
user675,True,non-veg,True,long-term,very active,muslim,night owl,False,True
user676,True,non-veg,True,friends with benefits,very active,hindu,early bird,False,True
user677,False,non-veg,True,friends with benefits,moderately active,atheist,irregular,False,True
user678,False,non-veg,True,friends with benefits,very active,hindu,irregular,True,True
user679,True,non-veg,False,casual dating,very active,muslim,night owl,True,False
user680,False,non-veg,False,casual dating,sedentary,jewish,night owl,True,True
user681,True,vegan,False,casual dating,moderately active,hindu,early bird,False,False
user682,True,non-veg,True,friends with benefits,moderately active,muslim,night owl,True,False
user683,True,non-veg,True,open relationship,sedentary,christian,irregular,True,True
user684,False,vegetarian,False,casual dating,moderately active,muslim,night owl,False,True
user685,False,non-veg,False,long-term,moderately active,jewish,irregular,True,True
user686,True,vegan,False,long-term,active,muslim,early bird,False,False
user687,False,vegetarian,True,casual dating,moderately active,jewish,night owl,True,False
user688,True,non-veg,True,open relationship,active,hindu,night owl,False,False
user689,True,non-veg,True,casual dating,moderately active,hindu,night owl,True,False
user690,False,vegetarian,False,friends with benefits,active,atheist,night owl,False,True
user691,False,vegetarian,False,casual dating,moderately active,atheist,irregular,True,True
user692,False,vegan,True,friends with benefits,very active,atheist,night owl,True,False
user693,True,non-veg,True,long-term,active,hindu,night owl,True,True
user694,True,vegan,True,friends with benefits,very active,atheist,irregular,True,True
user695,False,non-veg,True,friends with benefits,active,atheist,early bird,True,False
user696,False,non-veg,True,friends with benefits,moderately active,hindu,early bird,False,True
user697,True,non-veg,True,friends with benefits,moderately active,christian,early bird,True,False
user698,False,non-veg,True,long-term,very active,hindu,early bird,True,False
user699,True,non-veg,True,friends with benefits,active,muslim,irregular,True,True
user700,False,non-veg,True,friends with benefits,very active,buddhist,night owl,True,True
user701,True,vegetarian,True,casual dating,active,christian,early bird,True,True
user702,True,non-veg,False,long-term,moderately active,hindu,night owl,True,True
user703,False,vegan,False,long-term,moderately active,hindu,early bird,False,False
user704,True,non-veg,True,friends with benefits,very active,hindu,night owl,True,False
user705,False,non-veg,True,casual dating,active,atheist,early bird,True,True
user706,False,non-veg,False,open relationship,sedentary,christian,irregular,False,False
user707,False,vegetarian,False,open relationship,active,hindu,night owl,False,False
user708,False,non-veg,True,open relationship,active,muslim,early bird,True,True
user709,False,non-veg,False,open relationship,very active,hindu,early bird,False,True
user710,False,vegetarian,False,long-term,moderately active,buddhist,night owl,False,True
user711,True,non-veg,False,casual dating,active,hindu,night owl,False,False
user712,False,non-veg,False,casual dating,moderately active,hindu,early bird,False,True
user713,False,non-veg,False,open relationship,sedentary,atheist,night owl,True,False
user714,True,non-veg,False,friends with benefits,moderately active,hindu,night owl,True,True
user715,False,non-veg,True,open relationship,moderately active,hindu,irregular,False,True
user716,True,vegetarian,True,open relationship,active,hindu,early bird,False,False
user717,False,non-veg,False,friends with benefits,moderately active,christian,night owl,True,True
user718,True,non-veg,True,open relationship,very active,christian,early bird,True,False
user719,False,non-veg,True,friends with benefits,moderately active,hindu,irregular,False,False
user720,True,vegan,True,friends with benefits,moderately active,christian,early bird,True,True
user721,False,vegan,True,long-term,active,buddhist,night owl,True,False
user722,True,vegan,True,casual dating,active,muslim,night owl,False,False
user723,False,non-veg,False,open relationship,active,jewish,night owl,False,False
user724,False,non-veg,True,casual dating,active,hindu,irregular,False,True
user725,False,vegetarian,True,friends with benefits,sedentary,muslim,irregular,True,False
user726,True,non-veg,True,casual dating,active,atheist,irregular,True,False
user727,False,non-veg,False,long-term,very active,muslim,early bird,True,False
user728,True,vegan,False,open relationship,moderately active,atheist,night owl,False,False
user729,False,non-veg,False,long-term,moderately active,buddhist,night owl,False,False
user730,False,non-veg,False,long-term,very active,hindu,night owl,True,True
user731,False,non-veg,False,open relationship,active,atheist,irregular,True,False
user732,False,non-veg,False,casual dating,very active,hindu,night owl,True,False
user733,True,vegetarian,False,long-term,moderately active,jewish,irregular,False,True
user734,False,vegetarian,True,open relationship,moderately active,christian,night owl,True,True
user735,False,non-veg,True,long-term,active,hindu,irregular,False,False
user736,True,non-veg,True,long-term,sedentary,atheist,early bird,False,True
user737,False,vegetarian,False,open relationship,moderately active,jewish,night owl,False,True
user738,False,vegetarian,False,long-term,moderately active,hindu,early bird,False,False
user739,False,non-veg,True,friends with benefits,sedentary,christian,early bird,False,True
user740,True,vegan,False,casual dating,moderately active,muslim,early bird,True,True
user741,True,vegan,False,casual dating,active,hindu,early bird,True,False
user742,False,vegan,True,casual dating,active,atheist,irregular,False,True
user743,True,vegetarian,True,friends with benefits,moderately active,atheist,irregular,True,False
user744,False,non-veg,False,open relationship,active,hindu,irregular,False,True
user745,False,vegetarian,False,friends with benefits,very active,buddhist,night owl,True,False
user746,False,non-veg,True,friends with benefits,active,hindu,early bird,False,False
user747,False,non-veg,True,open relationship,very active,muslim,irregular,False,True
user748,True,non-veg,True,friends with benefits,sedentary,christian,irregular,False,True
user749,True,non-veg,False,casual dating,very active,jewish,irregular,False,False
user750,True,non-veg,True,casual dating,moderately active,atheist,irregular,False,True
user751,False,vegan,False,long-term,active,buddhist,early bird,False,False
user752,False,non-veg,False,friends with benefits,very active,muslim,night owl,True,False
user753,True,vegan,False,friends with benefits,moderately active,atheist,night owl,False,False
user754,False,non-veg,False,open relationship,very active,atheist,early bird,True,False
user755,False,non-veg,False,long-term,very active,hindu,early bird,False,False
user756,True,non-veg,False,long-term,moderately active,christian,night owl,True,True
user757,True,non-veg,True,long-term,very active,hindu,night owl,True,False
user758,False,non-veg,False,friends with benefits,moderately active,atheist,irregular,True,False
user759,False,non-veg,False,friends with benefits,sedentary,atheist,irregular,False,False
user760,True,non-veg,False,casual dating,very active,buddhist,early bird,True,True
user761,False,non-veg,False,casual dating,active,jewish,irregular,False,False
user762,True,vegetarian,False,casual dating,sedentary,christian,early bird,True,True
user763,True,non-veg,False,casual dating,moderately active,buddhist,irregular,False,False
user764,False,non-veg,False,friends with benefits,active,christian,night owl,False,False
user765,False,vegetarian,True,open relationship,active,christian,night owl,True,True
user766,False,vegetarian,False,long-term,moderately active,jewish,night owl,False,True
user767,True,non-veg,False,friends with benefits,moderately active,hindu,early bird,False,False
user768,False,vegetarian,False,friends with benefits,moderately active,muslim,early bird,True,True
user769,True,non-veg,True,casual dating,moderately active,jewish,early bird,False,False
user770,True,non-veg,False,friends with benefits,active,buddhist,night owl,True,False
user771,False,non-veg,True,friends with benefits,active,jewish,irregular,True,False
user772,False,non-veg,True,open relationship,moderately active,buddhist,early bird,True,True
user773,False,non-veg,True,long-term,active,muslim,irregular,False,False
user774,False,vegetarian,False,long-term,very active,jewish,early bird,True,True
user775,False,vegetarian,False,long-term,very active,atheist,early bird,False,False
user776,True,non-veg,False,friends with benefits,active,hindu,night owl,False,True
user777,True,vegetarian,True,open relationship,moderately active,buddhist,irregular,True,False
user778,False,non-veg,False,open relationship,very active,hindu,irregular,True,False
user779,True,non-veg,False,open relationship,very active,muslim,night owl,False,False
user780,False,vegan,True,open relationship,moderately active,atheist,early bird,True,True
user781,False,vegan,False,long-term,very active,christian,early bird,False,False
user782,False,non-veg,True,casual dating,sedentary,christian,night owl,False,True
user783,True,non-veg,False,casual dating,moderately active,hindu,night owl,True,False
user784,True,vegetarian,True,casual dating,moderately active,hindu,irregular,True,True
user785,True,non-veg,True,friends with benefits,active,hindu,early bird,True,True
user786,False,non-veg,True,long-term,active,muslim,irregular,True,False
user787,True,vegetarian,False,friends with benefits,moderately active,muslim,night owl,True,False
user788,False,vegetarian,False,friends with benefits,active,muslim,early bird,True,False
user789,True,vegetarian,True,long-term,moderately active,christian,early bird,True,True
user790,True,non-veg,False,casual dating,moderately active,hindu,night owl,False,False
user791,False,non-veg,True,open relationship,moderately active,jewish,night owl,False,True
user792,True,non-veg,True,long-term,moderately active,atheist,early bird,True,False
user793,False,vegetarian,False,casual dating,moderately active,hindu,early bird,True,False
user794,True,non-veg,True,long-term,active,hindu,irregular,False,True
user795,True,non-veg,False,friends with benefits,sedentary,atheist,irregular,False,False
user796,True,vegetarian,True,casual dating,active,hindu,early bird,False,True
user797,True,non-veg,True,open relationship,active,jewish,night owl,True,False
user798,True,vegetarian,False,casual dating,active,atheist,early bird,True,True
user799,True,vegan,False,open relationship,moderately active,hindu,night owl,True,True
user800,False,non-veg,False,open relationship,moderately active,muslim,irregular,False,False
user801,True,non-veg,False,long-term,moderately active,jewish,night owl,True,False
user802,True,non-veg,False,friends with benefits,active,muslim,early bird,True,False
user803,True,vegan,True,open relationship,active,buddhist,irregular,True,False
user804,False,vegetarian,False,friends with benefits,moderately active,hindu,night owl,False,False
user805,True,non-veg,False,open relationship,active,atheist,irregular,True,True
user806,True,vegetarian,True,casual dating,moderately active,christian,irregular,True,True
user807,True,non-veg,False,casual dating,moderately active,hindu,early bird,True,False
user808,True,non-veg,True,friends with benefits,active,muslim,early bird,True,True
user809,False,non-veg,True,friends with benefits,active,buddhist,night owl,False,False
